season,date,home_team,away_team,home_goals,away_goals,result,source_file,home_team_official,away_team_official,expected_result,result_is_valid
2018-19,2018-10-28,Alaves,Villarreal,2,1,H,2018-19_SP1.csv,Deportivo Alavés,Villarreal CF,H,True
2018-19,2018-10-28,Barcelona,Real Madrid,5,1,H,2018-19_SP1.csv,FC Barcelona,Real Madrid CF,H,True
2018-19,2018-10-28,Getafe,Betis,2,0,H,2018-19_SP1.csv,Getafe CF,Real Betis Balompié,H,True
2018-19,2018-10-28,Sevilla,Huesca,2,1,H,2018-19_SP1.csv,Sevilla FC,SD Huesca,H,True
2018-19,2018-11-03,Leganes,Ath Madrid,1,1,D,2018-19_SP1.csv,CD Leganés,Club Atlético de Madrid,D,True
2018-19,2018-11-03,Real Madrid,Valladolid,2,0,H,2018-19_SP1.csv,Real Madrid CF,Real Valladolid CF,H,True
2018-19,2018-11-03,Valencia,Girona,0,1,A,2018-19_SP1.csv,Valencia CF,Girona FC,A,True
2018-19,2018-11-03,Vallecano,Barcelona,2,3,A,2018-19_SP1.csv,Rayo Vallecano,FC Barcelona,A,True
2018-19,2018-11-04,Betis,Celta,3,3,D,2018-19_SP1.csv,Real Betis Balompié,RC Celta de Vigo,D,True
2018-19,2018-11-04,Eibar,Alaves,2,1,H,2018-19_SP1.csv,SD Eibar,Deportivo Alavés,H,True
2018-19,2018-11-04,Huesca,Getafe,1,1,D,2018-19_SP1.csv,SD Huesca,Getafe CF,D,True
2018-19,2018-11-04,Sociedad,Sevilla,0,0,D,2018-19_SP1.csv,Real Sociedad,Sevilla FC,D,True
2018-19,2018-11-04,Villarreal,Levante,1,1,D,2018-19_SP1.csv,Villarreal CF,Levante UD,D,True
2018-19,2018-11-05,Espanol,Ath Bilbao,1,0,H,2018-19_SP1.csv,RCD Espanyol,Athletic Bilbao,H,True
2018-19,2018-11-09,Levante,Sociedad,1,3,A,2018-19_SP1.csv,Levante UD,Real Sociedad,A,True
2018-19,2018-11-10,Ath Madrid,Ath Bilbao,3,2,H,2018-19_SP1.csv,Club Atlético de Madrid,Athletic Bilbao,H,True
2018-19,2018-11-10,Getafe,Valencia,0,1,A,2018-19_SP1.csv,Getafe CF,Valencia CF,A,True
2018-19,2018-11-10,Girona,Leganes,0,0,D,2018-19_SP1.csv,Girona FC,CD Leganés,D,True
2018-19,2018-11-10,Valladolid,Eibar,0,0,D,2018-19_SP1.csv,Real Valladolid CF,SD Eibar,D,True
2018-19,2018-11-11,Alaves,Huesca,2,1,H,2018-19_SP1.csv,Deportivo Alavés,SD Huesca,H,True
2018-19,2018-11-11,Barcelona,Betis,3,4,A,2018-19_SP1.csv,FC Barcelona,Real Betis Balompié,A,True
2018-19,2018-11-11,Celta,Real Madrid,2,4,A,2018-19_SP1.csv,RC Celta de Vigo,Real Madrid CF,A,True
2018-19,2018-11-11,Sevilla,Espanol,2,1,H,2018-19_SP1.csv,Sevilla FC,RCD Espanyol,H,True
2018-19,2018-11-11,Vallecano,Villarreal,2,2,D,2018-19_SP1.csv,Rayo Vallecano,Villarreal CF,D,True
2018-19,2018-11-23,Leganes,Alaves,1,0,H,2018-19_SP1.csv,CD Leganés,Deportivo Alavés,H,True
2018-19,2018-11-24,Ath Madrid,Barcelona,1,1,D,2018-19_SP1.csv,Club Atlético de Madrid,FC Barcelona,D,True
2018-19,2018-11-24,Eibar,Real Madrid,3,0,H,2018-19_SP1.csv,SD Eibar,Real Madrid CF,H,True
2018-19,2018-11-24,Huesca,Levante,2,2,D,2018-19_SP1.csv,SD Huesca,Levante UD,D,True
2018-19,2018-11-24,Valencia,Vallecano,3,0,H,2018-19_SP1.csv,Valencia CF,Rayo Vallecano,H,True
2018-19,2018-11-25,Ath Bilbao,Getafe,1,1,D,2018-19_SP1.csv,Athletic Bilbao,Getafe CF,D,True
2018-19,2018-11-25,Espanol,Girona,1,3,A,2018-19_SP1.csv,RCD Espanyol,Girona FC,A,True
2018-19,2018-11-25,Sevilla,Valladolid,1,0,H,2018-19_SP1.csv,Sevilla FC,Real Valladolid CF,H,True
2018-19,2018-11-25,Villarreal,Betis,2,1,H,2018-19_SP1.csv,Villarreal CF,Real Betis Balompié,H,True
2018-19,2018-11-26,Sociedad,Celta,2,1,H,2018-19_SP1.csv,Real Sociedad,RC Celta de Vigo,H,True
2018-19,2018-11-30,Vallecano,Eibar,1,0,H,2018-19_SP1.csv,Rayo Vallecano,SD Eibar,H,True
2018-19,2018-12-01,Celta,Huesca,2,0,H,2018-19_SP1.csv,RC Celta de Vigo,SD Huesca,H,True
2018-19,2018-12-01,Getafe,Espanol,3,0,H,2018-19_SP1.csv,Getafe CF,RCD Espanyol,H,True
2018-19,2018-12-01,Real Madrid,Valencia,2,0,H,2018-19_SP1.csv,Real Madrid CF,Valencia CF,H,True
2018-19,2018-12-01,Valladolid,Leganes,2,4,A,2018-19_SP1.csv,Real Valladolid CF,CD Leganés,A,True
2018-19,2018-12-02,Alaves,Sevilla,1,1,D,2018-19_SP1.csv,Deportivo Alavés,Sevilla FC,D,True
2018-19,2018-12-02,Barcelona,Villarreal,2,0,H,2018-19_SP1.csv,FC Barcelona,Villarreal CF,H,True
2018-19,2018-12-02,Betis,Sociedad,1,0,H,2018-19_SP1.csv,Real Betis Balompié,Real Sociedad,H,True
2018-19,2018-12-02,Girona,Ath Madrid,1,1,D,2018-19_SP1.csv,Girona FC,Club Atlético de Madrid,D,True
2018-19,2018-12-03,Levante,Ath Bilbao,3,0,H,2018-19_SP1.csv,Levante UD,Athletic Bilbao,H,True
2018-19,2018-12-07,Leganes,Getafe,1,1,D,2018-19_SP1.csv,CD Leganés,Getafe CF,D,True
2018-19,2018-12-08,Ath Madrid,Alaves,3,0,H,2018-19_SP1.csv,Club Atlético de Madrid,Deportivo Alavés,H,True
2018-19,2018-12-08,Espanol,Barcelona,0,4,A,2018-19_SP1.csv,RCD Espanyol,FC Barcelona,A,True
2018-19,2018-12-08,Valencia,Sevilla,1,1,D,2018-19_SP1.csv,Valencia CF,Sevilla FC,D,True
2018-19,2018-12-08,Villarreal,Celta,2,3,A,2018-19_SP1.csv,Villarreal CF,RC Celta de Vigo,A,True
2018-19,2018-12-09,Betis,Vallecano,2,0,H,2018-19_SP1.csv,Real Betis Balompié,Rayo Vallecano,H,True
2018-19,2018-12-09,Eibar,Levante,4,4,D,2018-19_SP1.csv,SD Eibar,Levante UD,D,True
2018-19,2018-12-09,Huesca,Real Madrid,0,1,A,2018-19_SP1.csv,SD Huesca,Real Madrid CF,A,True
2018-19,2018-12-09,Sociedad,Valladolid,1,2,A,2018-19_SP1.csv,Real Sociedad,Real Valladolid CF,A,True
2018-19,2018-12-10,Ath Bilbao,Girona,1,0,H,2018-19_SP1.csv,Athletic Bilbao,Girona FC,H,True
2018-19,2018-12-14,Celta,Leganes,0,0,D,2018-19_SP1.csv,RC Celta de Vigo,CD Leganés,D,True
2018-19,2018-12-15,Eibar,Valencia,1,1,D,2018-19_SP1.csv,SD Eibar,Valencia CF,D,True
2018-19,2018-12-15,Getafe,Sociedad,1,0,H,2018-19_SP1.csv,Getafe CF,Real Sociedad,H,True
2018-19,2018-12-15,Real Madrid,Vallecano,1,0,H,2018-19_SP1.csv,Real Madrid CF,Rayo Vallecano,H,True
2018-19,2018-12-15,Valladolid,Ath Madrid,2,3,A,2018-19_SP1.csv,Real Valladolid CF,Club Atlético de Madrid,A,True
2018-19,2018-12-16,Espanol,Betis,1,3,A,2018-19_SP1.csv,RCD Espanyol,Real Betis Balompié,A,True
2018-19,2018-12-16,Huesca,Villarreal,2,2,D,2018-19_SP1.csv,SD Huesca,Villarreal CF,D,True
2018-19,2018-12-16,Levante,Barcelona,0,5,A,2018-19_SP1.csv,Levante UD,FC Barcelona,A,True
2018-19,2018-12-16,Sevilla,Girona,2,0,H,2018-19_SP1.csv,Sevilla FC,Girona FC,H,True
2018-19,2018-12-17,Alaves,Ath Bilbao,0,0,D,2018-19_SP1.csv,Deportivo Alavés,Athletic Bilbao,D,True
2018-19,2018-12-21,Girona,Getafe,1,1,D,2018-19_SP1.csv,Girona FC,Getafe CF,D,True
2018-19,2018-12-21,Sociedad,Alaves,0,1,A,2018-19_SP1.csv,Real Sociedad,Deportivo Alavés,A,True
2018-19,2018-12-22,Ath Bilbao,Valladolid,1,1,D,2018-19_SP1.csv,Athletic Bilbao,Real Valladolid CF,D,True
2018-19,2018-12-22,Ath Madrid,Espanol,1,0,H,2018-19_SP1.csv,Club Atlético de Madrid,RCD Espanyol,H,True
2018-19,2018-12-22,Barcelona,Celta,2,0,H,2018-19_SP1.csv,FC Barcelona,RC Celta de Vigo,H,True
2018-19,2018-12-22,Betis,Eibar,1,1,D,2018-19_SP1.csv,Real Betis Balompié,SD Eibar,D,True
2018-19,2018-12-23,Leganes,Sevilla,1,1,D,2018-19_SP1.csv,CD Leganés,Sevilla FC,D,True
2018-19,2018-12-23,Valencia,Huesca,2,1,H,2018-19_SP1.csv,Valencia CF,SD Huesca,H,True
2018-19,2018-12-23,Vallecano,Levante,2,1,H,2018-19_SP1.csv,Rayo Vallecano,Levante UD,H,True
2018-19,2019-01-03,Villarreal,Real Madrid,2,2,D,2018-19_SP1.csv,Villarreal CF,Real Madrid CF,D,True
2018-19,2019-01-04,Espanol,Leganes,1,0,H,2018-19_SP1.csv,RCD Espanyol,CD Leganés,H,True
2018-19,2019-01-04,Levante,Girona,2,2,D,2018-19_SP1.csv,Levante UD,Girona FC,D,True
2018-19,2019-01-05,Alaves,Valencia,2,1,H,2018-19_SP1.csv,Deportivo Alavés,Valencia CF,H,True
2018-19,2019-01-05,Huesca,Betis,2,1,H,2018-19_SP1.csv,SD Huesca,Real Betis Balompié,H,True
2018-19,2019-01-05,Valladolid,Vallecano,0,1,A,2018-19_SP1.csv,Real Valladolid CF,Rayo Vallecano,A,True
2018-19,2019-01-06,Eibar,Villarreal,0,0,D,2018-19_SP1.csv,SD Eibar,Villarreal CF,D,True
2018-19,2019-01-06,Getafe,Barcelona,1,2,A,2018-19_SP1.csv,Getafe CF,FC Barcelona,A,True
2018-19,2019-01-06,Real Madrid,Sociedad,0,2,A,2018-19_SP1.csv,Real Madrid CF,Real Sociedad,A,True
2018-19,2019-01-06,Sevilla,Ath Madrid,1,1,D,2018-19_SP1.csv,Sevilla FC,Club Atlético de Madrid,D,True
2018-19,2019-01-07,Celta,Ath Bilbao,1,2,A,2018-19_SP1.csv,RC Celta de Vigo,Athletic Bilbao,A,True
2018-19,2019-01-11,Vallecano,Celta,4,2,H,2018-19_SP1.csv,Rayo Vallecano,RC Celta de Vigo,H,True
2018-19,2019-01-12,Girona,Alaves,1,1,D,2018-19_SP1.csv,Girona FC,Deportivo Alavés,D,True
2018-19,2019-01-12,Leganes,Huesca,1,0,H,2018-19_SP1.csv,CD Leganés,SD Huesca,H,True
2018-19,2019-01-12,Valencia,Valladolid,1,1,D,2018-19_SP1.csv,Valencia CF,Real Valladolid CF,D,True
2018-19,2019-01-12,Villarreal,Getafe,1,2,A,2018-19_SP1.csv,Villarreal CF,Getafe CF,A,True
2018-19,2019-01-13,Ath Bilbao,Sevilla,2,0,H,2018-19_SP1.csv,Athletic Bilbao,Sevilla FC,H,True
2018-19,2019-01-13,Ath Madrid,Levante,1,0,H,2018-19_SP1.csv,Club Atlético de Madrid,Levante UD,H,True
2018-19,2019-01-13,Barcelona,Eibar,3,0,H,2018-19_SP1.csv,FC Barcelona,SD Eibar,H,True
2018-19,2019-01-13,Betis,Real Madrid,1,2,A,2018-19_SP1.csv,Real Betis Balompié,Real Madrid CF,A,True
2018-19,2019-01-14,Sociedad,Espanol,3,2,H,2018-19_SP1.csv,Real Sociedad,RCD Espanyol,H,True
2018-19,2019-01-18,Getafe,Alaves,4,0,H,2018-19_SP1.csv,Getafe CF,Deportivo Alavés,H,True
2018-19,2019-01-19,Celta,Valencia,1,2,A,2018-19_SP1.csv,RC Celta de Vigo,Valencia CF,A,True
2018-19,2019-01-19,Huesca,Ath Madrid,0,3,A,2018-19_SP1.csv,SD Huesca,Club Atlético de Madrid,A,True
2018-19,2019-01-19,Real Madrid,Sevilla,2,0,H,2018-19_SP1.csv,Real Madrid CF,Sevilla FC,H,True
2018-19,2019-01-20,Barcelona,Leganes,3,1,H,2018-19_SP1.csv,FC Barcelona,CD Leganés,H,True
2018-19,2019-01-20,Betis,Girona,3,2,H,2018-19_SP1.csv,Real Betis Balompié,Girona FC,H,True
2018-19,2019-01-20,Levante,Valladolid,2,0,H,2018-19_SP1.csv,Levante UD,Real Valladolid CF,H,True
2018-19,2019-01-20,Vallecano,Sociedad,2,2,D,2018-19_SP1.csv,Rayo Vallecano,Real Sociedad,D,True
2018-19,2019-01-20,Villarreal,Ath Bilbao,1,1,D,2018-19_SP1.csv,Villarreal CF,Athletic Bilbao,D,True
2018-19,2019-01-21,Eibar,Espanol,3,0,H,2018-19_SP1.csv,SD Eibar,RCD Espanyol,H,True
2018-19,2019-01-26,Ath Madrid,Getafe,2,0,H,2018-19_SP1.csv,Club Atlético de Madrid,Getafe CF,H,True
2018-19,2019-01-26,Leganes,Eibar,2,2,D,2018-19_SP1.csv,CD Leganés,SD Eibar,D,True
2018-19,2019-01-26,Sevilla,Levante,5,0,H,2018-19_SP1.csv,Sevilla FC,Levante UD,H,True
2018-19,2019-01-26,Valencia,Villarreal,3,0,H,2018-19_SP1.csv,Valencia CF,Villarreal CF,H,True
2018-19,2019-01-27,Ath Bilbao,Betis,1,0,H,2018-19_SP1.csv,Athletic Bilbao,Real Betis Balompié,H,True
2018-19,2019-01-27,Espanol,Real Madrid,2,4,A,2018-19_SP1.csv,RCD Espanyol,Real Madrid CF,A,True
2018-19,2019-01-27,Girona,Barcelona,0,2,A,2018-19_SP1.csv,Girona FC,FC Barcelona,A,True
2018-19,2019-01-27,Sociedad,Huesca,0,0,D,2018-19_SP1.csv,Real Sociedad,SD Huesca,D,True
2018-19,2019-01-27,Valladolid,Celta,2,1,H,2018-19_SP1.csv,Real Valladolid CF,RC Celta de Vigo,H,True
2018-19,2019-01-28,Alaves,Vallecano,0,1,A,2018-19_SP1.csv,Deportivo Alavés,Rayo Vallecano,A,True
2018-19,2019-02-01,Huesca,Valladolid,4,0,H,2018-19_SP1.csv,SD Huesca,Real Valladolid CF,H,True
2018-19,2019-02-02,Barcelona,Valencia,2,2,D,2018-19_SP1.csv,FC Barcelona,Valencia CF,D,True
2018-19,2019-02-02,Celta,Sevilla,1,0,H,2018-19_SP1.csv,RC Celta de Vigo,Sevilla FC,H,True
2018-19,2019-02-02,Levante,Getafe,0,0,D,2018-19_SP1.csv,Levante UD,Getafe CF,D,True
2018-19,2019-02-02,Sociedad,Ath Bilbao,2,1,H,2018-19_SP1.csv,Real Sociedad,Athletic Bilbao,H,True
2018-19,2019-02-03,Betis,Ath Madrid,1,0,H,2018-19_SP1.csv,Real Betis Balompié,Club Atlético de Madrid,H,True
2018-19,2019-02-03,Eibar,Girona,3,0,H,2018-19_SP1.csv,SD Eibar,Girona FC,H,True
2018-19,2019-02-03,Real Madrid,Alaves,3,0,H,2018-19_SP1.csv,Real Madrid CF,Deportivo Alavés,H,True
2018-19,2019-02-03,Villarreal,Espanol,2,2,D,2018-19_SP1.csv,Villarreal CF,RCD Espanyol,D,True
2018-19,2019-02-04,Vallecano,Leganes,1,2,A,2018-19_SP1.csv,Rayo Vallecano,CD Leganés,A,True
2018-19,2019-02-08,Valladolid,Villarreal,0,0,D,2018-19_SP1.csv,Real Valladolid CF,Villarreal CF,D,True
2018-19,2019-02-09,Ath Madrid,Real Madrid,1,3,A,2018-19_SP1.csv,Club Atlético de Madrid,Real Madrid CF,A,True
2018-19,2019-02-09,Espanol,Vallecano,2,1,H,2018-19_SP1.csv,RCD Espanyol,Rayo Vallecano,H,True
2018-19,2019-02-09,Getafe,Celta,3,1,H,2018-19_SP1.csv,Getafe CF,RC Celta de Vigo,H,True
2018-19,2019-02-09,Girona,Huesca,0,2,A,2018-19_SP1.csv,Girona FC,SD Huesca,A,True
2018-19,2019-02-10,Ath Bilbao,Barcelona,0,0,D,2018-19_SP1.csv,Athletic Bilbao,FC Barcelona,D,True
2018-19,2019-02-10,Leganes,Betis,3,0,H,2018-19_SP1.csv,CD Leganés,Real Betis Balompié,H,True
2018-19,2019-02-10,Sevilla,Eibar,2,2,D,2018-19_SP1.csv,Sevilla FC,SD Eibar,D,True
2018-19,2019-02-10,Valencia,Sociedad,0,0,D,2018-19_SP1.csv,Valencia CF,Real Sociedad,D,True
2018-19,2019-02-11,Alaves,Levante,2,0,H,2018-19_SP1.csv,Deportivo Alavés,Levante UD,H,True
2018-19,2019-02-15,Eibar,Getafe,2,2,D,2018-19_SP1.csv,SD Eibar,Getafe CF,D,True
2018-19,2019-02-16,Barcelona,Valladolid,1,0,H,2018-19_SP1.csv,FC Barcelona,Real Valladolid CF,H,True
2018-19,2019-02-16,Celta,Levante,1,4,A,2018-19_SP1.csv,RC Celta de Vigo,Levante UD,A,True
2018-19,2019-02-16,Sociedad,Leganes,3,0,H,2018-19_SP1.csv,Real Sociedad,CD Leganés,H,True
2018-19,2019-02-16,Vallecano,Ath Madrid,0,1,A,2018-19_SP1.csv,Rayo Vallecano,Club Atlético de Madrid,A,True
2018-19,2019-02-17,Betis,Alaves,1,1,D,2018-19_SP1.csv,Real Betis Balompié,Deportivo Alavés,D,True
2018-19,2019-02-17,Real Madrid,Girona,1,2,A,2018-19_SP1.csv,Real Madrid CF,Girona FC,A,True
2018-19,2019-02-17,Valencia,Espanol,0,0,D,2018-19_SP1.csv,Valencia CF,RCD Espanyol,D,True
2018-19,2019-02-17,Villarreal,Sevilla,3,0,H,2018-19_SP1.csv,Villarreal CF,Sevilla FC,H,True
2018-19,2019-02-18,Huesca,Ath Bilbao,0,1,A,2018-19_SP1.csv,SD Huesca,Athletic Bilbao,A,True
2018-19,2019-02-22,Espanol,Huesca,1,1,D,2018-19_SP1.csv,RCD Espanyol,SD Huesca,D,True
2018-19,2019-02-23,Alaves,Celta,0,0,D,2018-19_SP1.csv,Deportivo Alavés,RC Celta de Vigo,D,True
2018-19,2019-02-23,Ath Bilbao,Eibar,1,0,H,2018-19_SP1.csv,Athletic Bilbao,SD Eibar,H,True
2018-19,2019-02-23,Getafe,Vallecano,2,1,H,2018-19_SP1.csv,Getafe CF,Rayo Vallecano,H,True
2018-19,2019-02-23,Sevilla,Barcelona,2,4,A,2018-19_SP1.csv,Sevilla FC,FC Barcelona,A,True
2018-19,2019-02-24,Ath Madrid,Villarreal,2,0,H,2018-19_SP1.csv,Club Atlético de Madrid,Villarreal CF,H,True
2018-19,2019-02-24,Leganes,Valencia,1,1,D,2018-19_SP1.csv,CD Leganés,Valencia CF,D,True
2018-19,2019-02-24,Levante,Real Madrid,1,2,A,2018-19_SP1.csv,Levante UD,Real Madrid CF,A,True
2018-19,2019-02-24,Valladolid,Betis,0,2,A,2018-19_SP1.csv,Real Valladolid CF,Real Betis Balompié,A,True
2018-19,2019-02-25,Girona,Sociedad,0,0,D,2018-19_SP1.csv,Girona FC,Real Sociedad,D,True
2018-19,2019-03-01,Vallecano,Girona,0,2,A,2018-19_SP1.csv,Rayo Vallecano,Girona FC,A,True
2018-19,2019-03-02,Espanol,Valladolid,3,1,H,2018-19_SP1.csv,RCD Espanyol,Real Valladolid CF,H,True
2018-19,2019-03-02,Huesca,Sevilla,2,1,H,2018-19_SP1.csv,SD Huesca,Sevilla FC,H,True
2018-19,2019-03-02,Real Madrid,Barcelona,0,1,A,2018-19_SP1.csv,Real Madrid CF,FC Barcelona,A,True
2018-19,2019-03-02,Villarreal,Alaves,1,2,A,2018-19_SP1.csv,Villarreal CF,Deportivo Alavés,A,True
2018-19,2019-03-03,Betis,Getafe,1,2,A,2018-19_SP1.csv,Real Betis Balompié,Getafe CF,A,True
2018-19,2019-03-03,Eibar,Celta,1,0,H,2018-19_SP1.csv,SD Eibar,RC Celta de Vigo,H,True
2018-19,2019-03-03,Sociedad,Ath Madrid,0,2,A,2018-19_SP1.csv,Real Sociedad,Club Atlético de Madrid,A,True
2018-19,2019-03-03,Valencia,Ath Bilbao,2,0,H,2018-19_SP1.csv,Valencia CF,Athletic Bilbao,H,True
2018-19,2019-03-04,Leganes,Levante,1,0,H,2018-19_SP1.csv,CD Leganés,Levante UD,H,True
2018-19,2019-03-08,Ath Bilbao,Espanol,1,1,D,2018-19_SP1.csv,Athletic Bilbao,RCD Espanyol,D,True
2018-19,2019-03-09,Alaves,Eibar,1,1,D,2018-19_SP1.csv,Deportivo Alavés,SD Eibar,D,True
2018-19,2019-03-09,Ath Madrid,Leganes,1,0,H,2018-19_SP1.csv,Club Atlético de Madrid,CD Leganés,H,True
2018-19,2019-03-09,Barcelona,Vallecano,3,1,H,2018-19_SP1.csv,FC Barcelona,Rayo Vallecano,H,True
2018-19,2019-03-09,Getafe,Huesca,2,1,H,2018-19_SP1.csv,Getafe CF,SD Huesca,H,True
2018-19,2019-03-10,Celta,Betis,0,1,A,2018-19_SP1.csv,RC Celta de Vigo,Real Betis Balompié,A,True
2018-19,2019-03-10,Girona,Valencia,2,3,A,2018-19_SP1.csv,Girona FC,Valencia CF,A,True
2018-19,2019-03-10,Levante,Villarreal,0,2,A,2018-19_SP1.csv,Levante UD,Villarreal CF,A,True
2018-19,2019-03-10,Sevilla,Sociedad,5,2,H,2018-19_SP1.csv,Sevilla FC,Real Sociedad,H,True
2018-19,2019-03-10,Valladolid,Real Madrid,1,4,A,2018-19_SP1.csv,Real Valladolid CF,Real Madrid CF,A,True
2018-19,2019-03-15,Sociedad,Levante,1,1,D,2018-19_SP1.csv,Real Sociedad,Levante UD,D,True
2018-19,2019-03-16,Ath Bilbao,Ath Madrid,2,0,H,2018-19_SP1.csv,Athletic Bilbao,Club Atlético de Madrid,H,True
2018-19,2019-03-16,Huesca,Alaves,1,3,A,2018-19_SP1.csv,SD Huesca,Deportivo Alavés,A,True
2018-19,2019-03-16,Leganes,Girona,0,2,A,2018-19_SP1.csv,CD Leganés,Girona FC,A,True
2018-19,2019-03-16,Real Madrid,Celta,2,0,H,2018-19_SP1.csv,Real Madrid CF,RC Celta de Vigo,H,True
2018-19,2019-03-17,Betis,Barcelona,1,4,A,2018-19_SP1.csv,Real Betis Balompié,FC Barcelona,A,True
2018-19,2019-03-17,Eibar,Valladolid,1,2,A,2018-19_SP1.csv,SD Eibar,Real Valladolid CF,A,True
2018-19,2019-03-17,Espanol,Sevilla,0,1,A,2018-19_SP1.csv,RCD Espanyol,Sevilla FC,A,True
2018-19,2019-03-17,Valencia,Getafe,0,0,D,2018-19_SP1.csv,Valencia CF,Getafe CF,D,True
2018-19,2019-03-17,Villarreal,Vallecano,3,1,H,2018-19_SP1.csv,Villarreal CF,Rayo Vallecano,H,True
2018-19,2019-03-29,Girona,Ath Bilbao,1,2,A,2018-19_SP1.csv,Girona FC,Athletic Bilbao,A,True
2018-19,2019-03-30,Alaves,Ath Madrid,0,4,A,2018-19_SP1.csv,Deportivo Alavés,Club Atlético de Madrid,A,True
2018-19,2019-03-30,Barcelona,Espanol,2,0,H,2018-19_SP1.csv,FC Barcelona,RCD Espanyol,H,True
2018-19,2019-03-30,Celta,Villarreal,3,2,H,2018-19_SP1.csv,RC Celta de Vigo,Villarreal CF,H,True
2018-19,2019-03-30,Getafe,Leganes,0,2,A,2018-19_SP1.csv,Getafe CF,CD Leganés,A,True
2018-19,2019-03-31,Levante,Eibar,2,2,D,2018-19_SP1.csv,Levante UD,SD Eibar,D,True
2018-19,2019-03-31,Real Madrid,Huesca,3,2,H,2018-19_SP1.csv,Real Madrid CF,SD Huesca,H,True
2018-19,2019-03-31,Sevilla,Valencia,0,1,A,2018-19_SP1.csv,Sevilla FC,Valencia CF,A,True
2018-19,2019-03-31,Valladolid,Sociedad,1,1,D,2018-19_SP1.csv,Real Valladolid CF,Real Sociedad,D,True
2018-19,2019-03-31,Vallecano,Betis,1,1,D,2018-19_SP1.csv,Rayo Vallecano,Real Betis Balompié,D,True
2018-19,2019-04-02,Ath Madrid,Girona,2,0,H,2018-19_SP1.csv,Club Atlético de Madrid,Girona FC,H,True
2018-19,2019-04-02,Espanol,Getafe,1,1,D,2018-19_SP1.csv,RCD Espanyol,Getafe CF,D,True
2018-19,2019-04-02,Villarreal,Barcelona,4,4,D,2018-19_SP1.csv,Villarreal CF,FC Barcelona,D,True
2018-19,2019-04-03,Ath Bilbao,Levante,3,2,H,2018-19_SP1.csv,Athletic Bilbao,Levante UD,H,True
2018-19,2019-04-03,Eibar,Vallecano,2,1,H,2018-19_SP1.csv,SD Eibar,Rayo Vallecano,H,True
2018-19,2019-04-03,Huesca,Celta,3,3,D,2018-19_SP1.csv,SD Huesca,RC Celta de Vigo,D,True
2018-19,2019-04-03,Valencia,Real Madrid,2,1,H,2018-19_SP1.csv,Valencia CF,Real Madrid CF,H,True
2018-19,2019-04-04,Leganes,Valladolid,1,0,H,2018-19_SP1.csv,CD Leganés,Real Valladolid CF,H,True
2018-19,2019-04-04,Sevilla,Alaves,2,0,H,2018-19_SP1.csv,Sevilla FC,Deportivo Alavés,H,True
2018-19,2019-04-04,Sociedad,Betis,2,1,H,2018-19_SP1.csv,Real Sociedad,Real Betis Balompié,H,True
2018-19,2019-04-06,Barcelona,Ath Madrid,2,0,H,2018-19_SP1.csv,FC Barcelona,Club Atlético de Madrid,H,True
2018-19,2019-04-06,Girona,Espanol,1,2,A,2018-19_SP1.csv,Girona FC,RCD Espanyol,A,True
2018-19,2019-04-06,Real Madrid,Eibar,2,1,H,2018-19_SP1.csv,Real Madrid CF,SD Eibar,H,True
2018-19,2019-04-06,Vallecano,Valencia,2,0,H,2018-19_SP1.csv,Rayo Vallecano,Valencia CF,H,True
2018-19,2019-04-07,Alaves,Leganes,1,1,D,2018-19_SP1.csv,Deportivo Alavés,CD Leganés,D,True
2018-19,2019-04-07,Betis,Villarreal,2,1,H,2018-19_SP1.csv,Real Betis Balompié,Villarreal CF,H,True
2018-19,2019-04-07,Celta,Sociedad,3,1,H,2018-19_SP1.csv,RC Celta de Vigo,Real Sociedad,H,True
2018-19,2019-04-07,Getafe,Ath Bilbao,1,0,H,2018-19_SP1.csv,Getafe CF,Athletic Bilbao,H,True
2018-19,2019-04-07,Levante,Huesca,2,2,D,2018-19_SP1.csv,Levante UD,SD Huesca,D,True
2018-19,2019-04-07,Valladolid,Sevilla,0,2,A,2018-19_SP1.csv,Real Valladolid CF,Sevilla FC,A,True
2018-19,2019-04-13,Ath Madrid,Celta,2,0,H,2018-19_SP1.csv,Club Atlético de Madrid,RC Celta de Vigo,H,True
2018-19,2019-04-13,Espanol,Alaves,2,1,H,2018-19_SP1.csv,RCD Espanyol,Deportivo Alavés,H,True
2018-19,2019-04-13,Huesca,Barcelona,0,0,D,2018-19_SP1.csv,SD Huesca,FC Barcelona,D,True
2018-19,2019-04-13,Sevilla,Betis,3,2,H,2018-19_SP1.csv,Sevilla FC,Real Betis Balompié,H,True
2018-19,2019-04-14,Ath Bilbao,Vallecano,3,2,H,2018-19_SP1.csv,Athletic Bilbao,Rayo Vallecano,H,True
2018-19,2019-04-14,Girona,Villarreal,0,1,A,2018-19_SP1.csv,Girona FC,Villarreal CF,A,True
2018-19,2019-04-14,Sociedad,Eibar,1,1,D,2018-19_SP1.csv,Real Sociedad,SD Eibar,D,True
2018-19,2019-04-14,Valencia,Levante,3,1,H,2018-19_SP1.csv,Valencia CF,Levante UD,H,True
2018-19,2019-04-14,Valladolid,Getafe,2,2,D,2018-19_SP1.csv,Real Valladolid CF,Getafe CF,D,True
2018-19,2019-04-15,Leganes,Real Madrid,1,1,D,2018-19_SP1.csv,CD Leganés,Real Madrid CF,D,True
