season,date,home_team,away_team,home_goals,away_goals,result,source_file,home_team_official,away_team_official,expected_result,result_is_valid
2012-13,2013-05-12,Betis,Celta,1,0,H,2012-13_SP1.csv,Real Betis Balompié,RC Celta de Vigo,H,True
2012-13,2013-05-12,Malaga,Sevilla,0,0,D,2012-13_SP1.csv,Málaga CF,Sevilla FC,D,True
2012-13,2013-05-12,Vallecano,Valencia,0,4,A,2012-13_SP1.csv,Rayo Vallecano,Valencia CF,A,True
2012-13,2013-05-13,Sociedad,Granada,2,2,D,2012-13_SP1.csv,Real Sociedad,Granada CF,D,True
2012-13,2013-05-18,Getafe,Valencia,0,1,A,2012-13_SP1.csv,Getafe CF,Valencia CF,A,True
2012-13,2013-05-18,Granada,Osasuna,3,0,H,2012-13_SP1.csv,Granada CF,CA Osasuna,H,True
2012-13,2013-05-18,Sevilla,Sociedad,1,2,A,2012-13_SP1.csv,Sevilla FC,Real Sociedad,A,True
2012-13,2013-05-19,Barcelona,Valladolid,2,1,H,2012-13_SP1.csv,FC Barcelona,Real Valladolid CF,H,True
2012-13,2013-05-19,La Coruna,Espanol,2,0,H,2012-13_SP1.csv,Deportivo La Coruña,RCD Espanyol,H,True
2012-13,2013-05-19,Levante,Vallecano,2,3,A,2012-13_SP1.csv,Levante UD,Rayo Vallecano,A,True
2012-13,2013-05-19,Zaragoza,Ath Bilbao,1,2,A,2012-13_SP1.csv,Real Zaragoza,Athletic Bilbao,A,True
2012-13,2013-05-20,Mallorca,Betis,1,0,H,2012-13_SP1.csv,RCD Mallorca,Real Betis Balompié,H,True
2012-13,2013-05-26,Ath Bilbao,Levante,0,1,A,2012-13_SP1.csv,Athletic Bilbao,Levante UD,A,True
2012-13,2013-05-26,Ath Madrid,Mallorca,0,0,D,2012-13_SP1.csv,Club Atlético de Madrid,RCD Mallorca,D,True
2012-13,2013-05-26,Betis,Zaragoza,4,0,H,2012-13_SP1.csv,Real Betis Balompié,Real Zaragoza,H,True
2012-13,2013-05-26,Espanol,Barcelona,0,2,A,2012-13_SP1.csv,RCD Espanyol,FC Barcelona,A,True
2012-13,2013-05-26,Getafe,Vallecano,1,2,A,2012-13_SP1.csv,Getafe CF,Rayo Vallecano,A,True
2012-13,2013-05-26,Malaga,La Coruna,3,1,H,2012-13_SP1.csv,Málaga CF,Deportivo La Coruña,H,True
2012-13,2013-05-26,Osasuna,Sevilla,2,1,H,2012-13_SP1.csv,CA Osasuna,Sevilla FC,H,True
2012-13,2013-05-26,Sociedad,Real Madrid,3,3,D,2012-13_SP1.csv,Real Sociedad,Real Madrid CF,D,True
2012-13,2013-05-26,Valencia,Granada,1,0,H,2012-13_SP1.csv,Valencia CF,Granada CF,H,True
2012-13,2013-05-26,Valladolid,Celta,0,2,A,2012-13_SP1.csv,Real Valladolid CF,RC Celta de Vigo,A,True
2012-13,2013-06-01,Barcelona,Malaga,4,1,H,2012-13_SP1.csv,FC Barcelona,Málaga CF,H,True
2012-13,2013-06-01,Celta,Espanol,1,0,H,2012-13_SP1.csv,RC Celta de Vigo,RCD Espanyol,H,True
2012-13,2013-06-01,Granada,Getafe,2,0,H,2012-13_SP1.csv,Granada CF,Getafe CF,H,True
2012-13,2013-06-01,La Coruna,Sociedad,0,1,A,2012-13_SP1.csv,Deportivo La Coruña,Real Sociedad,A,True
2012-13,2013-06-01,Levante,Betis,1,1,D,2012-13_SP1.csv,Levante UD,Real Betis Balompié,D,True
2012-13,2013-06-01,Mallorca,Valladolid,4,2,H,2012-13_SP1.csv,RCD Mallorca,Real Valladolid CF,H,True
2012-13,2013-06-01,Real Madrid,Osasuna,4,2,H,2012-13_SP1.csv,Real Madrid CF,CA Osasuna,H,True
2012-13,2013-06-01,Sevilla,Valencia,4,3,H,2012-13_SP1.csv,Sevilla FC,Valencia CF,H,True
2012-13,2013-06-01,Vallecano,Ath Bilbao,2,2,D,2012-13_SP1.csv,Rayo Vallecano,Athletic Bilbao,D,True
2012-13,2013-06-01,Zaragoza,Ath Madrid,1,3,A,2012-13_SP1.csv,Real Zaragoza,Club Atlético de Madrid,A,True
2013-14,2013-08-17,Sociedad,Getafe,2,0,H,2013-14_SP1.csv,Real Sociedad,Getafe CF,H,True
2013-14,2013-08-17,Valencia,Malaga,1,0,H,2013-14_SP1.csv,Valencia CF,Málaga CF,H,True
2013-14,2013-08-17,Valladolid,Ath Bilbao,1,2,A,2013-14_SP1.csv,Real Valladolid CF,Athletic Bilbao,A,True
2013-14,2013-08-18,Barcelona,Levante,7,0,H,2013-14_SP1.csv,FC Barcelona,Levante UD,H,True
2013-14,2013-08-18,Osasuna,Granada,1,2,A,2013-14_SP1.csv,CA Osasuna,Granada CF,A,True
2013-14,2013-08-18,Real Madrid,Betis,2,1,H,2013-14_SP1.csv,Real Madrid CF,Real Betis Balompié,H,True
2013-14,2013-08-18,Sevilla,Ath Madrid,1,3,A,2013-14_SP1.csv,Sevilla FC,Club Atlético de Madrid,A,True
2013-14,2013-08-19,Almeria,Villarreal,2,3,A,2013-14_SP1.csv,UD Almería,Villarreal CF,A,True
2013-14,2013-08-19,Celta,Espanol,2,2,D,2013-14_SP1.csv,RC Celta de Vigo,RCD Espanyol,D,True
2013-14,2013-08-19,Vallecano,Elche,3,0,H,2013-14_SP1.csv,Rayo Vallecano,Elche CF,H,True
2013-14,2013-08-23,Ath Bilbao,Osasuna,2,0,H,2013-14_SP1.csv,Athletic Bilbao,CA Osasuna,H,True
2013-14,2013-08-23,Getafe,Almeria,2,2,D,2013-14_SP1.csv,Getafe CF,UD Almería,D,True
2013-14,2013-08-24,Elche,Sociedad,1,1,D,2013-14_SP1.csv,Elche CF,Real Sociedad,D,True
2013-14,2013-08-24,Espanol,Valencia,3,1,H,2013-14_SP1.csv,RCD Espanyol,Valencia CF,H,True
2013-14,2013-08-24,Villarreal,Valladolid,2,1,H,2013-14_SP1.csv,Villarreal CF,Real Valladolid CF,H,True
2013-14,2013-08-25,Ath Madrid,Vallecano,5,0,H,2013-14_SP1.csv,Club Atlético de Madrid,Rayo Vallecano,H,True
2013-14,2013-08-25,Betis,Celta,1,2,A,2013-14_SP1.csv,Real Betis Balompié,RC Celta de Vigo,A,True
2013-14,2013-08-25,Levante,Sevilla,0,0,D,2013-14_SP1.csv,Levante UD,Sevilla FC,D,True
2013-14,2013-08-25,Malaga,Barcelona,0,1,A,2013-14_SP1.csv,Málaga CF,FC Barcelona,A,True
2013-14,2013-08-26,Granada,Real Madrid,0,1,A,2013-14_SP1.csv,Granada CF,Real Madrid CF,A,True
2013-14,2013-08-30,Almeria,Elche,2,2,D,2013-14_SP1.csv,UD Almería,Elche CF,D,True
2013-14,2013-08-30,Vallecano,Levante,1,2,A,2013-14_SP1.csv,Rayo Vallecano,Levante UD,A,True
2013-14,2013-08-31,Celta,Granada,1,1,D,2013-14_SP1.csv,RC Celta de Vigo,Granada CF,D,True
2013-14,2013-08-31,Osasuna,Villarreal,0,3,A,2013-14_SP1.csv,CA Osasuna,Villarreal CF,A,True
2013-14,2013-08-31,Valladolid,Getafe,1,0,H,2013-14_SP1.csv,Real Valladolid CF,Getafe CF,H,True
2013-14,2013-09-01,Espanol,Betis,0,0,D,2013-14_SP1.csv,RCD Espanyol,Real Betis Balompié,D,True
2013-14,2013-09-01,Real Madrid,Ath Bilbao,3,1,H,2013-14_SP1.csv,Real Madrid CF,Athletic Bilbao,H,True
2013-14,2013-09-01,Sevilla,Malaga,2,2,D,2013-14_SP1.csv,Sevilla FC,Málaga CF,D,True
2013-14,2013-09-01,Sociedad,Ath Madrid,1,2,A,2013-14_SP1.csv,Real Sociedad,Club Atlético de Madrid,A,True
2013-14,2013-09-01,Valencia,Barcelona,2,3,A,2013-14_SP1.csv,Valencia CF,FC Barcelona,A,True
2013-14,2013-09-14,Ath Madrid,Almeria,4,2,H,2013-14_SP1.csv,Club Atlético de Madrid,UD Almería,H,True
2013-14,2013-09-14,Barcelona,Sevilla,3,2,H,2013-14_SP1.csv,FC Barcelona,Sevilla FC,H,True
2013-14,2013-09-14,Levante,Sociedad,0,0,D,2013-14_SP1.csv,Levante UD,Real Sociedad,D,True
2013-14,2013-09-14,Villarreal,Real Madrid,2,2,D,2013-14_SP1.csv,Villarreal CF,Real Madrid CF,D,True
2013-14,2013-09-15,Betis,Valencia,3,1,H,2013-14_SP1.csv,Real Betis Balompié,Valencia CF,H,True
2013-14,2013-09-15,Getafe,Osasuna,2,1,H,2013-14_SP1.csv,Getafe CF,CA Osasuna,H,True
2013-14,2013-09-15,Granada,Espanol,0,1,A,2013-14_SP1.csv,Granada CF,RCD Espanyol,A,True
2013-14,2013-09-15,Malaga,Vallecano,5,0,H,2013-14_SP1.csv,Málaga CF,Rayo Vallecano,H,True
2013-14,2013-09-16,Ath Bilbao,Celta,3,2,H,2013-14_SP1.csv,Athletic Bilbao,RC Celta de Vigo,H,True
2013-14,2013-09-16,Elche,Valladolid,0,0,D,2013-14_SP1.csv,Elche CF,Real Valladolid CF,D,True
2013-14,2013-09-20,Osasuna,Elche,2,1,H,2013-14_SP1.csv,CA Osasuna,Elche CF,H,True
2013-14,2013-09-21,Almeria,Levante,2,2,D,2013-14_SP1.csv,UD Almería,Levante UD,D,True
2013-14,2013-09-21,Sociedad,Malaga,0,0,D,2013-14_SP1.csv,Real Sociedad,Málaga CF,D,True
2013-14,2013-09-21,Valladolid,Ath Madrid,0,2,A,2013-14_SP1.csv,Real Valladolid CF,Club Atlético de Madrid,A,True
2013-14,2013-09-21,Vallecano,Barcelona,0,4,A,2013-14_SP1.csv,Rayo Vallecano,FC Barcelona,A,True
2013-14,2013-09-22,Betis,Granada,0,0,D,2013-14_SP1.csv,Real Betis Balompié,Granada CF,D,True
2013-14,2013-09-22,Celta,Villarreal,0,0,D,2013-14_SP1.csv,RC Celta de Vigo,Villarreal CF,D,True
2013-14,2013-09-22,Real Madrid,Getafe,4,1,H,2013-14_SP1.csv,Real Madrid CF,Getafe CF,H,True
2013-14,2013-09-22,Valencia,Sevilla,3,1,H,2013-14_SP1.csv,Valencia CF,Sevilla FC,H,True
2013-14,2013-09-23,Espanol,Ath Bilbao,3,2,H,2013-14_SP1.csv,RCD Espanyol,Athletic Bilbao,H,True
2013-14,2013-09-24,Ath Madrid,Osasuna,2,1,H,2013-14_SP1.csv,Club Atlético de Madrid,CA Osasuna,H,True
2013-14,2013-09-24,Barcelona,Sociedad,4,1,H,2013-14_SP1.csv,FC Barcelona,Real Sociedad,H,True
2013-14,2013-09-24,Levante,Valladolid,1,1,D,2013-14_SP1.csv,Levante UD,Real Valladolid CF,D,True
2013-14,2013-09-24,Malaga,Almeria,2,0,H,2013-14_SP1.csv,Málaga CF,UD Almería,H,True
2013-14,2013-09-25,Elche,Real Madrid,1,2,A,2013-14_SP1.csv,Elche CF,Real Madrid CF,A,True
2013-14,2013-09-25,Granada,Valencia,0,1,A,2013-14_SP1.csv,Granada CF,Valencia CF,A,True
2013-14,2013-09-25,Sevilla,Vallecano,4,1,H,2013-14_SP1.csv,Sevilla FC,Rayo Vallecano,H,True
2013-14,2013-09-26,Ath Bilbao,Betis,2,1,H,2013-14_SP1.csv,Athletic Bilbao,Real Betis Balompié,H,True
2013-14,2013-09-26,Getafe,Celta,2,0,H,2013-14_SP1.csv,Getafe CF,RC Celta de Vigo,H,True
2013-14,2013-09-26,Villarreal,Espanol,2,1,H,2013-14_SP1.csv,Villarreal CF,RCD Espanyol,H,True
2013-14,2013-09-27,Valladolid,Malaga,2,2,D,2013-14_SP1.csv,Real Valladolid CF,Málaga CF,D,True
2013-14,2013-09-28,Almeria,Barcelona,0,2,A,2013-14_SP1.csv,UD Almería,FC Barcelona,A,True
2013-14,2013-09-28,Real Madrid,Ath Madrid,0,1,A,2013-14_SP1.csv,Real Madrid CF,Club Atlético de Madrid,A,True
2013-14,2013-09-28,Sociedad,Sevilla,1,1,D,2013-14_SP1.csv,Real Sociedad,Sevilla FC,D,True
2013-14,2013-09-28,Valencia,Vallecano,1,0,H,2013-14_SP1.csv,Valencia CF,Rayo Vallecano,H,True
2013-14,2013-09-29,Betis,Villarreal,1,0,H,2013-14_SP1.csv,Real Betis Balompié,Villarreal CF,H,True
2013-14,2013-09-29,Celta,Elche,0,1,A,2013-14_SP1.csv,RC Celta de Vigo,Elche CF,A,True
2013-14,2013-09-29,Espanol,Getafe,0,2,A,2013-14_SP1.csv,RCD Espanyol,Getafe CF,A,True
2013-14,2013-09-29,Osasuna,Levante,0,1,A,2013-14_SP1.csv,CA Osasuna,Levante UD,A,True
2013-14,2013-09-30,Granada,Ath Bilbao,2,0,H,2013-14_SP1.csv,Granada CF,Athletic Bilbao,H,True
2013-14,2013-10-04,Malaga,Osasuna,0,1,A,2013-14_SP1.csv,Málaga CF,CA Osasuna,A,True
2013-14,2013-10-04,Villarreal,Granada,3,0,H,2013-14_SP1.csv,Villarreal CF,Granada CF,H,True
2013-14,2013-10-05,Barcelona,Valladolid,4,1,H,2013-14_SP1.csv,FC Barcelona,Real Valladolid CF,H,True
2013-14,2013-10-05,Elche,Espanol,2,1,H,2013-14_SP1.csv,Elche CF,RCD Espanyol,H,True
2013-14,2013-10-05,Levante,Real Madrid,2,3,A,2013-14_SP1.csv,Levante UD,Real Madrid CF,A,True
2013-14,2013-10-05,Vallecano,Sociedad,1,0,H,2013-14_SP1.csv,Rayo Vallecano,Real Sociedad,H,True
2013-14,2013-10-06,Ath Bilbao,Valencia,1,1,D,2013-14_SP1.csv,Athletic Bilbao,Valencia CF,D,True
2013-14,2013-10-06,Ath Madrid,Celta,2,1,H,2013-14_SP1.csv,Club Atlético de Madrid,RC Celta de Vigo,H,True
2013-14,2013-10-06,Getafe,Betis,3,1,H,2013-14_SP1.csv,Getafe CF,Real Betis Balompié,H,True
2013-14,2013-10-06,Sevilla,Almeria,2,1,H,2013-14_SP1.csv,Sevilla FC,UD Almería,H,True
2013-14,2013-10-19,Espanol,Ath Madrid,1,0,H,2013-14_SP1.csv,RCD Espanyol,Club Atlético de Madrid,H,True
2013-14,2013-10-19,Osasuna,Barcelona,0,0,D,2013-14_SP1.csv,CA Osasuna,FC Barcelona,D,True
2013-14,2013-10-19,Real Madrid,Malaga,2,0,H,2013-14_SP1.csv,Real Madrid CF,Málaga CF,H,True
2013-14,2013-10-19,Valencia,Sociedad,1,2,A,2013-14_SP1.csv,Valencia CF,Real Sociedad,A,True
2013-14,2013-10-20,Almeria,Vallecano,0,1,A,2013-14_SP1.csv,UD Almería,Rayo Vallecano,A,True
2013-14,2013-10-20,Betis,Elche,1,2,A,2013-14_SP1.csv,Real Betis Balompié,Elche CF,A,True
2013-14,2013-10-20,Granada,Getafe,0,2,A,2013-14_SP1.csv,Granada CF,Getafe CF,A,True
2013-14,2013-10-20,Valladolid,Sevilla,2,2,D,2013-14_SP1.csv,Real Valladolid CF,Sevilla FC,D,True
2013-14,2013-10-21,Ath Bilbao,Villarreal,2,0,H,2013-14_SP1.csv,Athletic Bilbao,Villarreal CF,H,True
2013-14,2013-10-21,Celta,Levante,0,1,A,2013-14_SP1.csv,RC Celta de Vigo,Levante UD,A,True
2013-14,2013-10-25,Vallecano,Valladolid,0,3,A,2013-14_SP1.csv,Rayo Vallecano,Real Valladolid CF,A,True
2013-14,2013-10-26,Barcelona,Real Madrid,2,1,H,2013-14_SP1.csv,FC Barcelona,Real Madrid CF,H,True
2013-14,2013-10-26,Elche,Granada,0,1,A,2013-14_SP1.csv,Elche CF,Granada CF,A,True
2013-14,2013-10-26,Levante,Espanol,3,0,H,2013-14_SP1.csv,Levante UD,RCD Espanyol,H,True
2013-14,2013-10-26,Malaga,Celta,0,5,A,2013-14_SP1.csv,Málaga CF,RC Celta de Vigo,A,True
2013-14,2013-10-27,Ath Madrid,Betis,5,0,H,2013-14_SP1.csv,Club Atlético de Madrid,Real Betis Balompié,H,True
2013-14,2013-10-27,Sevilla,Osasuna,2,1,H,2013-14_SP1.csv,Sevilla FC,CA Osasuna,H,True
2013-14,2013-10-27,Sociedad,Almeria,3,0,H,2013-14_SP1.csv,Real Sociedad,UD Almería,H,True
2013-14,2013-10-27,Villarreal,Valencia,4,1,H,2013-14_SP1.csv,Villarreal CF,Valencia CF,H,True
2013-14,2013-10-28,Getafe,Ath Bilbao,0,1,A,2013-14_SP1.csv,Getafe CF,Athletic Bilbao,A,True
2013-14,2013-10-29,Celta,Barcelona,0,3,A,2013-14_SP1.csv,RC Celta de Vigo,FC Barcelona,A,True
2013-14,2013-10-29,Espanol,Malaga,0,0,D,2013-14_SP1.csv,RCD Espanyol,Málaga CF,D,True
2013-14,2013-10-30,Osasuna,Vallecano,3,1,H,2013-14_SP1.csv,CA Osasuna,Rayo Vallecano,H,True
2013-14,2013-10-30,Real Madrid,Sevilla,7,3,H,2013-14_SP1.csv,Real Madrid CF,Sevilla FC,H,True
2013-14,2013-10-30,Valencia,Almeria,1,2,A,2013-14_SP1.csv,Valencia CF,UD Almería,A,True
2013-14,2013-10-30,Valladolid,Sociedad,2,2,D,2013-14_SP1.csv,Real Valladolid CF,Real Sociedad,D,True
2013-14,2013-10-31,Ath Bilbao,Elche,2,2,D,2013-14_SP1.csv,Athletic Bilbao,Elche CF,D,True
2013-14,2013-10-31,Betis,Levante,0,0,D,2013-14_SP1.csv,Real Betis Balompié,Levante UD,D,True
2013-14,2013-10-31,Granada,Ath Madrid,1,2,A,2013-14_SP1.csv,Granada CF,Club Atlético de Madrid,A,True
2013-14,2013-10-31,Villarreal,Getafe,0,2,A,2013-14_SP1.csv,Villarreal CF,Getafe CF,A,True
2013-14,2013-11-01,Barcelona,Espanol,1,0,H,2013-14_SP1.csv,FC Barcelona,RCD Espanyol,H,True
2013-14,2013-11-02,Almeria,Valladolid,1,0,H,2013-14_SP1.csv,UD Almería,Real Valladolid CF,H,True
2013-14,2013-11-02,Sevilla,Celta,0,1,A,2013-14_SP1.csv,Sevilla FC,RC Celta de Vigo,A,True
2013-14,2013-11-02,Sociedad,Osasuna,5,0,H,2013-14_SP1.csv,Real Sociedad,CA Osasuna,H,True
2013-14,2013-11-02,Vallecano,Real Madrid,2,3,A,2013-14_SP1.csv,Rayo Vallecano,Real Madrid CF,A,True
2013-14,2013-11-03,Ath Madrid,Ath Bilbao,2,0,H,2013-14_SP1.csv,Club Atlético de Madrid,Athletic Bilbao,H,True
2013-14,2013-11-03,Getafe,Valencia,0,1,A,2013-14_SP1.csv,Getafe CF,Valencia CF,A,True
2013-14,2013-11-03,Levante,Granada,0,1,A,2013-14_SP1.csv,Levante UD,Granada CF,A,True
2013-14,2013-11-03,Malaga,Betis,3,2,H,2013-14_SP1.csv,Málaga CF,Real Betis Balompié,H,True
2013-14,2013-11-04,Elche,Villarreal,0,1,A,2013-14_SP1.csv,Elche CF,Villarreal CF,A,True
2013-14,2013-11-08,Granada,Malaga,3,1,H,2013-14_SP1.csv,Granada CF,Málaga CF,H,True
2013-14,2013-11-08,Osasuna,Almeria,0,1,A,2013-14_SP1.csv,CA Osasuna,UD Almería,A,True
2013-14,2013-11-09,Ath Bilbao,Levante,2,1,H,2013-14_SP1.csv,Athletic Bilbao,Levante UD,H,True
2013-14,2013-11-09,Celta,Vallecano,0,2,A,2013-14_SP1.csv,RC Celta de Vigo,Rayo Vallecano,A,True
2013-14,2013-11-09,Getafe,Elche,1,1,D,2013-14_SP1.csv,Getafe CF,Elche CF,D,True
2013-14,2013-11-09,Real Madrid,Sociedad,5,1,H,2013-14_SP1.csv,Real Madrid CF,Real Sociedad,H,True
2013-14,2013-11-10,Betis,Barcelona,1,4,A,2013-14_SP1.csv,Real Betis Balompié,FC Barcelona,A,True
2013-14,2013-11-10,Espanol,Sevilla,1,3,A,2013-14_SP1.csv,RCD Espanyol,Sevilla FC,A,True
2013-14,2013-11-10,Valencia,Valladolid,2,2,D,2013-14_SP1.csv,Valencia CF,Real Valladolid CF,D,True
2013-14,2013-11-10,Villarreal,Ath Madrid,1,1,D,2013-14_SP1.csv,Villarreal CF,Club Atlético de Madrid,D,True
2013-14,2013-11-22,Valladolid,Osasuna,0,1,A,2013-14_SP1.csv,Real Valladolid CF,CA Osasuna,A,True
2013-14,2013-11-23,Almeria,Real Madrid,0,5,A,2013-14_SP1.csv,UD Almería,Real Madrid CF,A,True
2013-14,2013-11-23,Ath Madrid,Getafe,7,0,H,2013-14_SP1.csv,Club Atlético de Madrid,Getafe CF,H,True
2013-14,2013-11-23,Barcelona,Granada,4,0,H,2013-14_SP1.csv,FC Barcelona,Granada CF,H,True
2013-14,2013-11-23,Sociedad,Celta,4,3,H,2013-14_SP1.csv,Real Sociedad,RC Celta de Vigo,H,True
2013-14,2013-11-24,Elche,Valencia,2,1,H,2013-14_SP1.csv,Elche CF,Valencia CF,H,True
2013-14,2013-11-24,Levante,Villarreal,0,3,A,2013-14_SP1.csv,Levante UD,Villarreal CF,A,True
2013-14,2013-11-24,Sevilla,Betis,4,0,H,2013-14_SP1.csv,Sevilla FC,Real Betis Balompié,H,True
2013-14,2013-11-24,Vallecano,Espanol,1,4,A,2013-14_SP1.csv,Rayo Vallecano,RCD Espanyol,A,True
2013-14,2013-11-25,Malaga,Ath Bilbao,1,2,A,2013-14_SP1.csv,Málaga CF,Athletic Bilbao,A,True
2013-14,2013-11-29,Getafe,Levante,1,0,H,2013-14_SP1.csv,Getafe CF,Levante UD,H,True
2013-14,2013-11-29,Villarreal,Malaga,1,1,D,2013-14_SP1.csv,Villarreal CF,Málaga CF,D,True
2013-14,2013-11-30,Celta,Almeria,3,1,H,2013-14_SP1.csv,RC Celta de Vigo,UD Almería,H,True
2013-14,2013-11-30,Elche,Ath Madrid,0,2,A,2013-14_SP1.csv,Elche CF,Club Atlético de Madrid,A,True
2013-14,2013-11-30,Espanol,Sociedad,1,2,A,2013-14_SP1.csv,RCD Espanyol,Real Sociedad,A,True
2013-14,2013-11-30,Real Madrid,Valladolid,4,0,H,2013-14_SP1.csv,Real Madrid CF,Real Valladolid CF,H,True
2013-14,2013-12-01,Ath Bilbao,Barcelona,1,0,H,2013-14_SP1.csv,Athletic Bilbao,FC Barcelona,H,True
2013-14,2013-12-01,Betis,Vallecano,2,2,D,2013-14_SP1.csv,Real Betis Balompié,Rayo Vallecano,D,True
2013-14,2013-12-01,Granada,Sevilla,1,2,A,2013-14_SP1.csv,Granada CF,Sevilla FC,A,True
2013-14,2013-12-01,Valencia,Osasuna,3,0,H,2013-14_SP1.csv,Valencia CF,CA Osasuna,H,True
2013-14,2013-12-13,Levante,Elche,2,1,H,2013-14_SP1.csv,Levante UD,Elche CF,H,True
2013-14,2013-12-14,Barcelona,Villarreal,2,1,H,2013-14_SP1.csv,FC Barcelona,Villarreal CF,H,True
2013-14,2013-12-14,Malaga,Getafe,1,0,H,2013-14_SP1.csv,Málaga CF,Getafe CF,H,True
2013-14,2013-12-14,Osasuna,Real Madrid,2,2,D,2013-14_SP1.csv,CA Osasuna,Real Madrid CF,D,True
2013-14,2013-12-14,Vallecano,Granada,0,2,A,2013-14_SP1.csv,Rayo Vallecano,Granada CF,A,True
2013-14,2013-12-15,Almeria,Espanol,0,0,D,2013-14_SP1.csv,UD Almería,RCD Espanyol,D,True
2013-14,2013-12-15,Ath Madrid,Valencia,3,0,H,2013-14_SP1.csv,Club Atlético de Madrid,Valencia CF,H,True
2013-14,2013-12-15,Sevilla,Ath Bilbao,1,1,D,2013-14_SP1.csv,Sevilla FC,Athletic Bilbao,D,True
2013-14,2013-12-15,Sociedad,Betis,5,1,H,2013-14_SP1.csv,Real Sociedad,Real Betis Balompié,H,True
2013-14,2013-12-16,Valladolid,Celta,3,0,H,2013-14_SP1.csv,Real Valladolid CF,RC Celta de Vigo,H,True
2013-14,2013-12-20,Elche,Malaga,0,1,A,2013-14_SP1.csv,Elche CF,Málaga CF,A,True
2013-14,2013-12-21,Ath Madrid,Levante,3,2,H,2013-14_SP1.csv,Club Atlético de Madrid,Levante UD,H,True
2013-14,2013-12-21,Betis,Almeria,0,1,A,2013-14_SP1.csv,Real Betis Balompié,UD Almería,A,True
2013-14,2013-12-21,Granada,Sociedad,1,3,A,2013-14_SP1.csv,Granada CF,Real Sociedad,A,True
2013-14,2013-12-21,Villarreal,Sevilla,1,2,A,2013-14_SP1.csv,Villarreal CF,Sevilla FC,A,True
2013-14,2013-12-22,Ath Bilbao,Vallecano,2,1,H,2013-14_SP1.csv,Athletic Bilbao,Rayo Vallecano,H,True
2013-14,2013-12-22,Celta,Osasuna,1,1,D,2013-14_SP1.csv,RC Celta de Vigo,CA Osasuna,D,True
2013-14,2013-12-22,Espanol,Valladolid,4,2,H,2013-14_SP1.csv,RCD Espanyol,Real Valladolid CF,H,True
2013-14,2013-12-22,Getafe,Barcelona,2,5,A,2013-14_SP1.csv,Getafe CF,FC Barcelona,A,True
2013-14,2013-12-22,Valencia,Real Madrid,2,3,A,2013-14_SP1.csv,Valencia CF,Real Madrid CF,A,True
2013-14,2014-01-04,Almeria,Granada,3,0,H,2013-14_SP1.csv,UD Almería,Granada CF,H,True
2013-14,2014-01-04,Malaga,Ath Madrid,0,1,A,2013-14_SP1.csv,Málaga CF,Club Atlético de Madrid,A,True
2013-14,2014-01-04,Valencia,Levante,2,0,H,2013-14_SP1.csv,Valencia CF,Levante UD,H,True
2013-14,2014-01-04,Valladolid,Betis,0,0,D,2013-14_SP1.csv,Real Valladolid CF,Real Betis Balompié,D,True
2013-14,2014-01-05,Barcelona,Elche,4,0,H,2013-14_SP1.csv,FC Barcelona,Elche CF,H,True
2013-14,2014-01-05,Osasuna,Espanol,1,0,H,2013-14_SP1.csv,CA Osasuna,RCD Espanyol,H,True
2013-14,2014-01-05,Sevilla,Getafe,3,0,H,2013-14_SP1.csv,Sevilla FC,Getafe CF,H,True
2013-14,2014-01-05,Sociedad,Ath Bilbao,2,0,H,2013-14_SP1.csv,Real Sociedad,Athletic Bilbao,H,True
2013-14,2014-01-06,Real Madrid,Celta,3,0,H,2013-14_SP1.csv,Real Madrid CF,RC Celta de Vigo,H,True
2013-14,2014-01-06,Vallecano,Villarreal,2,5,A,2013-14_SP1.csv,Rayo Vallecano,Villarreal CF,A,True
2013-14,2014-01-10,Granada,Valladolid,4,0,H,2013-14_SP1.csv,Granada CF,Real Valladolid CF,H,True
2013-14,2014-01-11,Ath Bilbao,Almeria,6,1,H,2013-14_SP1.csv,Athletic Bilbao,UD Almería,H,True
2013-14,2014-01-11,Ath Madrid,Barcelona,0,0,D,2013-14_SP1.csv,Club Atlético de Madrid,FC Barcelona,D,True
2013-14,2014-01-11,Celta,Valencia,2,1,H,2013-14_SP1.csv,RC Celta de Vigo,Valencia CF,H,True
2013-14,2014-01-11,Elche,Sevilla,1,1,D,2013-14_SP1.csv,Elche CF,Sevilla FC,D,True
2013-14,2014-01-12,Betis,Osasuna,1,2,A,2013-14_SP1.csv,Real Betis Balompié,CA Osasuna,A,True
2013-14,2014-01-12,Espanol,Real Madrid,0,1,A,2013-14_SP1.csv,RCD Espanyol,Real Madrid CF,A,True
2013-14,2014-01-12,Getafe,Vallecano,0,1,A,2013-14_SP1.csv,Getafe CF,Rayo Vallecano,A,True
2013-14,2014-01-12,Levante,Malaga,1,0,H,2013-14_SP1.csv,Levante UD,Málaga CF,H,True
2013-14,2014-01-13,Villarreal,Sociedad,5,1,H,2013-14_SP1.csv,Villarreal CF,Real Sociedad,H,True
2013-14,2014-01-17,Malaga,Valencia,0,0,D,2013-14_SP1.csv,Málaga CF,Valencia CF,D,True
2013-14,2014-01-18,Betis,Real Madrid,0,5,A,2013-14_SP1.csv,Real Betis Balompié,Real Madrid CF,A,True
2013-14,2014-01-18,Elche,Vallecano,2,0,H,2013-14_SP1.csv,Elche CF,Rayo Vallecano,H,True
